serum,virus,replicate,concentration,fraction infectivity,date
K046,B.1.351,2,5.487e-05,1.143,2021-08-27
K046,B.1.351,2,1.829e-05,0.9529,2021-08-27
K114,B.1.351,1,0.04,-3.17e-05,2021-08-27
K114,B.1.351,1,0.01333,0.002699,2021-08-27
K114,B.1.351,1,0.004444,0.07725,2021-08-27
K114,B.1.351,1,0.001481,0.303,2021-08-27
K114,B.1.351,1,0.0004938,0.818,2021-08-27
K114,B.1.351,1,0.0001646,0.8933,2021-08-27
K114,B.1.351,1,5.487e-05,0.9391,2021-08-27
K114,B.1.351,1,1.829e-05,0.9426,2021-08-27
K114,B.1.351,2,0.04,-2.424e-05,2021-08-27
K114,B.1.351,2,0.01333,0.006338,2021-08-27
K114,B.1.351,2,0.004444,0.03741,2021-08-27
K114,B.1.351,2,0.001481,0.2356,2021-08-27
K114,B.1.351,2,0.0004938,0.6776,2021-08-27
K114,B.1.351,2,0.0001646,0.8236,2021-08-27
K114,B.1.351,2,5.487e-05,0.8748,2021-08-27
K114,B.1.351,2,1.829e-05,0.9163,2021-08-27
K119,B.1.351,1,0.04,4.661e-05,2021-08-27
K119,B.1.351,1,0.01333,-3.151e-05,2021-08-27
K119,B.1.351,1,0.004444,0.01816,2021-08-27
K119,B.1.351,1,0.001481,0.1456,2021-08-27
K119,B.1.351,1,0.0004938,0.3407,2021-08-27
K119,B.1.351,1,0.0001646,0.6375,2021-08-27
K119,B.1.351,1,5.487e-05,0.9426,2021-08-27
K119,B.1.351,1,1.829e-05,0.8685,2021-08-27
K119,B.1.351,2,0.04,-2.797e-05,2021-08-27
K119,B.1.351,2,0.01333,0.0003592,2021-08-27
K119,B.1.351,2,0.004444,0.02238,2021-08-27
K119,B.1.351,2,0.001481,0.1082,2021-08-27
K119,B.1.351,2,0.0004938,0.3081,2021-08-27
K119,B.1.351,2,0.0001646,0.5717,2021-08-27
K119,B.1.351,2,5.487e-05,0.9556,2021-08-27
K119,B.1.351,2,1.829e-05,0.9751,2021-08-27
K007,B.1.351-K484Q,1,0.04,0.001718,2021-08-27
K007,B.1.351-K484Q,1,0.01333,0.002897,2021-08-27
K007,B.1.351-K484Q,1,0.004444,0.05838,2021-08-27
K007,B.1.351-K484Q,1,0.001481,0.5105,2021-08-27
K007,B.1.351-K484Q,1,0.0004938,1.106,2021-08-27
K007,B.1.351-K484Q,1,0.0001646,1.134,2021-08-27
K007,B.1.351-K484Q,1,5.487e-05,0.9345,2021-08-27
K007,B.1.351-K484Q,1,1.829e-05,0.8446,2021-08-27
K007,B.1.351-K484Q,2,0.04,9.674e-06,2021-08-27
K007,B.1.351-K484Q,2,0.01333,0.005712,2021-08-27
K007,B.1.351-K484Q,2,0.004444,0.0464,2021-08-27
K007,B.1.351-K484Q,2,0.001481,0.3843,2021-08-27
K007,B.1.351-K484Q,2,0.0004938,1.171,2021-08-27
K007,B.1.351-K484Q,2,0.0001646,1.156,2021-08-27
K007,B.1.351-K484Q,2,5.487e-05,0.9443,2021-08-27
K007,B.1.351-K484Q,2,1.829e-05,0.934,2021-08-27
K031,B.1.351-K484Q,1,0.04,0.001033,2021-08-27
K031,B.1.351-K484Q,1,0.01333,0.01261,2021-08-27
K031,B.1.351-K484Q,1,0.004444,0.08291,2021-08-27
K031,B.1.351-K484Q,1,0.001481,0.3104,2021-08-27
K031,B.1.351-K484Q,1,0.0004938,1.221,2021-08-27
K031,B.1.351-K484Q,1,0.0001646,1.304,2021-08-27
K031,B.1.351-K484Q,1,5.487e-05,0.9656,2021-08-27
K031,B.1.351-K484Q,1,1.829e-05,0.9874,2021-08-27
K031,B.1.351-K484Q,2,0.04,0.002478,2021-08-27
K031,B.1.351-K484Q,2,0.01333,0.02324,2021-08-27
K031,B.1.351-K484Q,2,0.004444,0.07766,2021-08-27
K031,B.1.351-K484Q,2,0.001481,0.3984,2021-08-27
K031,B.1.351-K484Q,2,0.0004938,1.23,2021-08-27
K031,B.1.351-K484Q,2,0.0001646,1.36,2021-08-27
K031,B.1.351-K484Q,2,5.487e-05,0.9956,2021-08-27
K031,B.1.351-K484Q,2,1.829e-05,0.8979,2021-08-27
K033,B.1.351-K484Q,1,0.04,-2.179e-06,2021-08-27
K033,B.1.351-K484Q,1,0.01333,0.0002818,2021-08-27
K033,B.1.351-K484Q,1,0.004444,0.01542,2021-08-27
K033,B.1.351-K484Q,1,0.001481,0.1088,2021-08-27
K033,B.1.351-K484Q,1,0.0004938,0.7475,2021-08-27
K033,B.1.351-K484Q,1,0.0001646,1.301,2021-08-27
K033,B.1.351-K484Q,1,5.487e-05,1.168,2021-08-27
K033,B.1.351-K484Q,1,1.829e-05,0.9153,2021-08-27
K033,B.1.351-K484Q,2,0.04,4.096e-06,2021-08-27
K033,B.1.351-K484Q,2,0.01333,0.001222,2021-08-27
K033,B.1.351-K484Q,2,0.004444,0.0161,2021-08-27
K033,B.1.351-K484Q,2,0.001481,0.1007,2021-08-27
K033,B.1.351-K484Q,2,0.0004938,0.7429,2021-08-27
K033,B.1.351-K484Q,2,0.0001646,1.309,2021-08-27
K033,B.1.351-K484Q,2,5.487e-05,1.259,2021-08-27
K033,B.1.351-K484Q,2,1.829e-05,1.052,2021-08-27
K040,B.1.351-K484Q,1,0.04,-7.06e-06,2021-08-27
K040,B.1.351-K484Q,1,0.01333,0.002316,2021-08-27
K040,B.1.351-K484Q,1,0.004444,0.05463,2021-08-27
K040,B.1.351-K484Q,1,0.001481,0.2618,2021-08-27
K040,B.1.351-K484Q,1,0.0004938,0.9496,2021-08-27
K040,B.1.351-K484Q,1,0.0001646,1.241,2021-08-27
K040,B.1.351-K484Q,1,5.487e-05,0.9233,2021-08-27
K040,B.1.351-K484Q,1,1.829e-05,0.8742,2021-08-27
K040,B.1.351-K484Q,2,0.04,2.92e-05,2021-08-27
K040,B.1.351-K484Q,2,0.01333,-1.005e-05,2021-08-27
K040,B.1.351-K484Q,2,0.004444,0.03243,2021-08-27
K040,B.1.351-K484Q,2,0.001481,0.2071,2021-08-27
K040,B.1.351-K484Q,2,0.0004938,0.8129,2021-08-27
K040,B.1.351-K484Q,2,0.0001646,1.296,2021-08-27
K040,B.1.351-K484Q,2,5.487e-05,0.9346,2021-08-27
K040,B.1.351-K484Q,2,1.829e-05,0.9793,2021-08-27
K007,B.1.351,1,0.04,2.748e-06,2021-08-27
K007,B.1.351,1,0.01333,0.01294,2021-08-27
K007,B.1.351,1,0.004444,0.02008,2021-08-27
K007,B.1.351,1,0.001481,0.1293,2021-08-27
K007,B.1.351,1,0.0004938,0.5777,2021-08-27
K007,B.1.351,1,0.0001646,0.8277,2021-08-27
K007,B.1.351,1,5.487e-05,0.9829,2021-08-27
K007,B.1.351,1,1.829e-05,0.9439,2021-08-27
K007,B.1.351,2,0.04,-1.295e-05,2021-08-27
K007,B.1.351,2,0.01333,0.001187,2021-08-27
K007,B.1.351,2,0.004444,0.0306,2021-08-27
K007,B.1.351,2,0.001481,0.1028,2021-08-27
K007,B.1.351,2,0.0004938,0.508,2021-08-27
K007,B.1.351,2,0.0001646,0.9394,2021-08-27
K007,B.1.351,2,5.487e-05,1.163,2021-08-27
K007,B.1.351,2,1.829e-05,0.9702,2021-08-27
K031,B.1.351,1,0.04,0.001711,2021-08-27
K031,B.1.351,1,0.01333,0.01646,2021-08-27
K031,B.1.351,1,0.004444,0.1089,2021-08-27
K031,B.1.351,1,0.001481,0.1446,2021-08-27
K031,B.1.351,1,0.0004938,0.429,2021-08-27
K031,B.1.351,1,0.0001646,0.8393,2021-08-27
K031,B.1.351,1,5.487e-05,0.8394,2021-08-27
K031,B.1.351,1,1.829e-05,0.8574,2021-08-27
K031,B.1.351,2,0.04,-1.295e-05,2021-08-27
K031,B.1.351,2,0.01333,0.00287,2021-08-27
K031,B.1.351,2,0.004444,0.09571,2021-08-27
K031,B.1.351,2,0.001481,0.1543,2021-08-27
K031,B.1.351,2,0.0004938,0.5468,2021-08-27
K031,B.1.351,2,0.0001646,0.8106,2021-08-27
K031,B.1.351,2,5.487e-05,0.8054,2021-08-27
K031,B.1.351,2,1.829e-05,0.9497,2021-08-27
K033,B.1.351,1,0.04,-3.808e-05,2021-08-27
K033,B.1.351,1,0.01333,-3.674e-05,2021-08-27
K033,B.1.351,1,0.004444,0.004464,2021-08-27
K033,B.1.351,1,0.001481,0.05991,2021-08-27
K033,B.1.351,1,0.0004938,0.2139,2021-08-27
K033,B.1.351,1,0.0001646,0.6891,2021-08-27
K033,B.1.351,1,5.487e-05,0.9068,2021-08-27
K033,B.1.351,1,1.829e-05,0.8532,2021-08-27
K033,B.1.351,2,0.04,-1.295e-05,2021-08-27
K033,B.1.351,2,0.01333,0.003905,2021-08-27
K033,B.1.351,2,0.004444,0.007601,2021-08-27
K033,B.1.351,2,0.001481,0.1027,2021-08-27
K033,B.1.351,2,0.0004938,0.3097,2021-08-27
K033,B.1.351,2,0.0001646,0.7305,2021-08-27
K033,B.1.351,2,5.487e-05,0.9024,2021-08-27
K033,B.1.351,2,1.829e-05,0.8404,2021-08-27
K040,B.1.351,1,0.04,-3.533e-06,2021-08-27
K040,B.1.351,1,0.01333,7.549e-06,2021-08-27
K040,B.1.351,1,0.004444,0.01894,2021-08-27
K040,B.1.351,1,0.001481,0.07202,2021-08-27
K040,B.1.351,1,0.0004938,0.3752,2021-08-27
K040,B.1.351,1,0.0001646,0.746,2021-08-27
K040,B.1.351,1,5.487e-05,0.931,2021-08-27
K040,B.1.351,1,1.829e-05,0.9955,2021-08-27
K040,B.1.351,2,0.04,-3.18e-05,2021-08-27
K040,B.1.351,2,0.01333,-1.661e-05,2021-08-27
K040,B.1.351,2,0.004444,0.001768,2021-08-27
K040,B.1.351,2,0.001481,0.08235,2021-08-27
K040,B.1.351,2,0.0004938,0.3251,2021-08-27
K040,B.1.351,2,0.0001646,0.9267,2021-08-27
K040,B.1.351,2,5.487e-05,0.9281,2021-08-27
K040,B.1.351,2,1.829e-05,0.9252,2021-08-27
pre-pandemic,mock,1,0.04,1.045,2021-06-10
pre-pandemic,mock,1,0.01,0.9724,2021-06-10
pre-pandemic,mock,1,0.0025,1.019,2021-06-10
pre-pandemic,mock,1,0.000625,1.004,2021-06-10
pre-pandemic,mock,1,0.0001563,0.8126,2021-06-10
pre-pandemic,mock,1,3.906e-05,0.8448,2021-06-10
pre-pandemic,mock,1,9.766e-06,0.9953,2021-06-10
pre-pandemic,mock,1,2.441e-06,1.058,2021-06-10
pre-pandemic,mock,2,0.04,0.953,2021-06-10
pre-pandemic,mock,2,0.01,0.9011,2021-06-10
pre-pandemic,mock,2,0.0025,0.9656,2021-06-10
pre-pandemic,mock,2,0.000625,0.9157,2021-06-10
pre-pandemic,mock,2,0.0001563,0.7852,2021-06-10
pre-pandemic,mock,2,3.906e-05,0.7718,2021-06-10
pre-pandemic,mock,2,9.766e-06,0.8861,2021-06-10
pre-pandemic,mock,2,2.441e-06,0.9912,2021-06-10
K006,mock,1,0.04,0.8858,2021-06-10
K006,mock,1,0.01,0.8851,2021-06-10
K006,mock,1,0.0025,1.01,2021-06-10
K006,mock,1,0.000625,0.7884,2021-06-10
K006,mock,1,0.0001563,0.8066,2021-06-10
K006,mock,1,3.906e-05,0.8622,2021-06-10
K006,mock,1,9.766e-06,1.043,2021-06-10
K006,mock,1,2.441e-06,1.017,2021-06-10
K006,mock,2,0.04,1.06,2021-06-10
K006,mock,2,0.01,0.8765,2021-06-10
K006,mock,2,0.0025,1.071,2021-06-10
K006,mock,2,0.000625,0.8815,2021-06-10
K006,mock,2,0.0001563,0.8542,2021-06-10
K006,mock,2,3.906e-05,0.7609,2021-06-10
K006,mock,2,9.766e-06,1.022,2021-06-10
K006,mock,2,2.441e-06,1.107,2021-06-10
K119,mock,1,0.04,0.002598,2021-06-10
K119,mock,1,0.01,0.01269,2021-06-10
K119,mock,1,0.0025,0.04379,2021-06-10
K119,mock,1,0.000625,0.2778,2021-06-10
K119,mock,1,0.0001563,0.5166,2021-06-10
K119,mock,1,3.906e-05,0.637,2021-06-10
K119,mock,1,9.766e-06,1.131,2021-06-10
K119,mock,1,2.441e-06,1.039,2021-06-10
K119,mock,2,0.04,-1.534e-05,2021-06-10
K119,mock,2,0.01,0.005559,2021-06-10
K119,mock,2,0.0025,0.01735,2021-06-10
K119,mock,2,0.000625,0.2637,2021-06-10
K119,mock,2,0.0001563,0.6706,2021-06-10
K119,mock,2,3.906e-05,0.7834,2021-06-10
K119,mock,2,9.766e-06,1.027,2021-06-10
K119,mock,2,2.441e-06,0.9514,2021-06-10
K119,RBD antibodies depleted,1,0.04,0.05677,2021-06-10
K119,RBD antibodies depleted,1,0.01,0.3188,2021-06-10
K119,RBD antibodies depleted,1,0.0025,0.9589,2021-06-10
K119,RBD antibodies depleted,1,0.000625,1.181,2021-06-10
K119,RBD antibodies depleted,1,0.0001563,1.014,2021-06-10
K119,RBD antibodies depleted,1,3.906e-05,0.7762,2021-06-10
K119,RBD antibodies depleted,1,9.766e-06,0.9997,2021-06-10
K119,RBD antibodies depleted,1,2.441e-06,1.076,2021-06-10
K119,RBD antibodies depleted,2,0.04,0.07185,2021-06-10
K119,RBD antibodies depleted,2,0.01,0.3948,2021-06-10
K119,RBD antibodies depleted,2,0.0025,0.9397,2021-06-10
K119,RBD antibodies depleted,2,0.000625,1.145,2021-06-10
K119,RBD antibodies depleted,2,0.0001563,0.7562,2021-06-10
K119,RBD antibodies depleted,2,3.906e-05,0.8521,2021-06-10
K119,RBD antibodies depleted,2,9.766e-06,0.8968,2021-06-10
K119,RBD antibodies depleted,2,2.441e-06,1.081,2021-06-10
K116,mock,1,0.04,0.6947,2021-06-10
K116,mock,1,0.01,0.7214,2021-06-10
K116,mock,1,0.0025,0.829,2021-06-10
K116,mock,1,0.000625,1.269,2021-06-10
K116,mock,1,0.0001563,1.08,2021-06-10
K116,mock,1,3.906e-05,0.8859,2021-06-10
K116,mock,1,9.766e-06,0.9574,2021-06-10
K116,mock,1,2.441e-06,1.063,2021-06-10
K116,mock,2,0.04,0.6185,2021-06-10
K116,mock,2,0.01,0.9806,2021-06-10
K116,mock,2,0.0025,0.8764,2021-06-10
K116,mock,2,0.000625,1.007,2021-06-10
K116,mock,2,0.0001563,0.8936,2021-06-10
K116,mock,2,3.906e-05,0.6902,2021-06-10
K116,mock,2,9.766e-06,0.8707,2021-06-10
K116,mock,2,2.441e-06,0.9639,2021-06-10
K116,RBD antibodies depleted,1,0.04,1.047,2021-06-10
K116,RBD antibodies depleted,1,0.01,1.34,2021-06-10
K116,RBD antibodies depleted,1,0.0025,1.212,2021-06-10
K116,RBD antibodies depleted,1,0.000625,0.9917,2021-06-10
K116,RBD antibodies depleted,1,0.0001563,1.046,2021-06-10
K116,RBD antibodies depleted,1,3.906e-05,0.9586,2021-06-10
K116,RBD antibodies depleted,1,9.766e-06,0.7856,2021-06-10
K116,RBD antibodies depleted,1,2.441e-06,1.081,2021-06-10
K116,RBD antibodies depleted,2,0.04,0.7645,2021-06-10
K116,RBD antibodies depleted,2,0.01,1.431,2021-06-10
K116,RBD antibodies depleted,2,0.0025,1.145,2021-06-10
K116,RBD antibodies depleted,2,0.000625,1.077,2021-06-10
K116,RBD antibodies depleted,2,0.0001563,0.9805,2021-06-10
K116,RBD antibodies depleted,2,3.906e-05,1.008,2021-06-10
K116,RBD antibodies depleted,2,9.766e-06,1.024,2021-06-10
K116,RBD antibodies depleted,2,2.441e-06,0.8117,2021-06-10
REGN10987 (spike-in),mock,1,0.25,0.05025,2021-06-10
REGN10987 (spike-in),mock,1,0.0625,0.07635,2021-06-10
REGN10987 (spike-in),mock,1,0.01562,0.278,2021-06-10
REGN10987 (spike-in),mock,1,0.003906,0.6353,2021-06-10
REGN10987 (spike-in),mock,1,0.0009766,0.9069,2021-06-10
REGN10987 (spike-in),mock,1,0.0002441,0.6164,2021-06-10
REGN10987 (spike-in),mock,1,6.104e-05,1.024,2021-06-10
REGN10987 (spike-in),mock,1,1.526e-05,0.8949,2021-06-10
REGN10987 (spike-in),mock,2,0.25,0.08395,2021-06-10
REGN10987 (spike-in),mock,2,0.0625,0.1354,2021-06-10
REGN10987 (spike-in),mock,2,0.01562,0.2594,2021-06-10
REGN10987 (spike-in),mock,2,0.003906,0.7138,2021-06-10
REGN10987 (spike-in),mock,2,0.0009766,0.9765,2021-06-10
REGN10987 (spike-in),mock,2,0.0002441,0.8907,2021-06-10
REGN10987 (spike-in),mock,2,6.104e-05,0.8888,2021-06-10
REGN10987 (spike-in),mock,2,1.526e-05,0.8911,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,1,0.25,1.035,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,1,0.0625,0.8652,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,1,0.01562,0.8709,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,1,0.003906,0.799,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,1,0.0009766,0.8935,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,1,0.0002441,0.8398,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,1,6.104e-05,0.8296,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,1,1.526e-05,0.9099,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,2,0.25,0.9103,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,2,0.0625,0.9086,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,2,0.01562,0.7313,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,2,0.003906,1.052,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,2,0.0009766,0.9892,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,2,0.0002441,0.9096,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,2,6.104e-05,0.8257,2021-06-10
REGN10987 (spike-in),RBD antibodies depleted,2,1.526e-05,0.8419,2021-06-10
K114,mock,1,0.04,-1.296e-05,2021-06-10
K114,mock,1,0.01,0.02761,2021-06-10
K114,mock,1,0.0025,0.1708,2021-06-10
K114,mock,1,0.000625,0.6723,2021-06-10
K114,mock,1,0.0001563,1.121,2021-06-10
K114,mock,1,3.906e-05,0.8905,2021-06-10
K114,mock,1,9.766e-06,1.187,2021-06-10
K114,mock,1,2.441e-06,0.9235,2021-06-10
K114,mock,2,0.04,9.582e-06,2021-06-10
K114,mock,2,0.01,0.02322,2021-06-10
K114,mock,2,0.0025,0.1341,2021-06-10
K114,mock,2,0.000625,0.5768,2021-06-10
K114,mock,2,0.0001563,0.9686,2021-06-10
K114,mock,2,3.906e-05,0.8894,2021-06-10
K114,mock,2,9.766e-06,1.269,2021-06-10
K114,mock,2,2.441e-06,1.001,2021-06-10
K114,RBD antibodies depleted,1,0.04,0.2529,2021-06-10
K114,RBD antibodies depleted,1,0.01,0.7702,2021-06-10
K114,RBD antibodies depleted,1,0.0025,1.223,2021-06-10
K114,RBD antibodies depleted,1,0.000625,1.378,2021-06-10
K114,RBD antibodies depleted,1,0.0001563,0.8926,2021-06-10
K114,RBD antibodies depleted,1,3.906e-05,0.8956,2021-06-10
K114,RBD antibodies depleted,1,9.766e-06,0.9754,2021-06-10
K114,RBD antibodies depleted,1,2.441e-06,0.9754,2021-06-10
K114,RBD antibodies depleted,2,0.04,0.25,2021-06-10
K114,RBD antibodies depleted,2,0.01,0.832,2021-06-10
K114,RBD antibodies depleted,2,0.0025,1.027,2021-06-10
K114,RBD antibodies depleted,2,0.000625,1.222,2021-06-10
K114,RBD antibodies depleted,2,0.0001563,1.13,2021-06-10
K114,RBD antibodies depleted,2,3.906e-05,1.033,2021-06-10
K114,RBD antibodies depleted,2,9.766e-06,0.9939,2021-06-10
K114,RBD antibodies depleted,2,2.441e-06,1.048,2021-06-10
K115,mock,1,0.04,0.04238,2021-06-10
K115,mock,1,0.01,0.2286,2021-06-10
K115,mock,1,0.0025,0.6862,2021-06-10
K115,mock,1,0.000625,0.8955,2021-06-10
K115,mock,1,0.0001563,0.925,2021-06-10
K115,mock,1,3.906e-05,0.8142,2021-06-10
K115,mock,1,9.766e-06,0.9891,2021-06-10
K115,mock,1,2.441e-06,0.914,2021-06-10
K115,mock,2,0.04,0.02794,2021-06-10
K115,mock,2,0.01,0.1883,2021-06-10
K115,mock,2,0.0025,0.6437,2021-06-10
K115,mock,2,0.000625,0.9149,2021-06-10
K115,mock,2,0.0001563,0.8241,2021-06-10
K115,mock,2,3.906e-05,0.9365,2021-06-10
K115,mock,2,9.766e-06,1.032,2021-06-10
K115,mock,2,2.441e-06,0.8199,2021-06-10
K115,RBD antibodies depleted,1,0.04,0.09198,2021-06-10
K115,RBD antibodies depleted,1,0.01,0.8593,2021-06-10
K115,RBD antibodies depleted,1,0.0025,1.436,2021-06-10
K115,RBD antibodies depleted,1,0.000625,1.285,2021-06-10
K115,RBD antibodies depleted,1,0.0001563,0.9776,2021-06-10
K115,RBD antibodies depleted,1,3.906e-05,0.8408,2021-06-10
K115,RBD antibodies depleted,1,9.766e-06,0.9618,2021-06-10
K115,RBD antibodies depleted,1,2.441e-06,1.13,2021-06-10
K115,RBD antibodies depleted,2,0.04,0.1149,2021-06-10
K115,RBD antibodies depleted,2,0.01,0.8485,2021-06-10
K115,RBD antibodies depleted,2,0.0025,1.35,2021-06-10
K115,RBD antibodies depleted,2,0.000625,1.209,2021-06-10
K115,RBD antibodies depleted,2,0.0001563,0.9666,2021-06-10
K115,RBD antibodies depleted,2,3.906e-05,1,2021-06-10
K115,RBD antibodies depleted,2,9.766e-06,0.9124,2021-06-10
K115,RBD antibodies depleted,2,2.441e-06,1.044,2021-06-10
K041,mock,1,0.04,-1.78e-05,2021-06-10
K041,mock,1,0.01,0.007326,2021-06-10
K041,mock,1,0.0025,0.05201,2021-06-10
